Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID,Calculated Sale,Diff,Year,Month,Quarter,Revenue Per Unit
Kayla Rodriguez,Imo,Monitor,55.0,160922.84,8850756.2,2024-05-31,,52a74a41-44be-4486-bea5-a387363be5cb,8850756.2,0.0,2024,5,2024Q2,160922.84
Theresa Williams,Niger,Keyboard,,248907.18,,2023-11-05,Wholesale,8c1c8b05-5677-4f36-8899-8e5fd40e53ce,,,2023,11,2023Q4,248907.18
Sharon Boyd,Imo,Charger,,15935.22,,2024-05-26,,da385db5-90ee-4067-a16e-9fe593f37596,,,2024,5,2024Q2,15935.22
Victor Brown,Lagos,Camera,,113461.81,,2024-12-28,,e4e751de-57ff-41d9-89ce-44bd7c3f1add,,,2024,12,2024Q4,113461.81
,Rivers,Camera,14.0,181688.35,2543636.9,2023-12-16,Retail,0bc2ea72-0c64-4ca2-8323-1466aebbb90e,2543636.9,0.0,2023,12,2023Q4,181688.35
Theodore Jones Jr.,Oyo,Camera,,22298.91,,2024-08-03,Wholesale,d6321d31-c8ac-4fcf-a04d-4d14197dbae1,,,2024,8,2024Q3,22298.91
Kimberly Nguyen,Abuja,Phone,,241492.86,,2024-10-27,,74de5f70-70f8-4dba-a871-9b9bdb8f0e32,,,2024,10,2024Q4,241492.86
Kerry Chavez DDS,Osun,Charger,,176481.31,,2025-06-24,Wholesale,6d84414d-f541-41ea-bde9-1c42002c4c22,,,2025,6,2025Q2,176481.31
Michael Farrell,Plateau,Keyboard,,201599.43,,2024-07-11,,e8cee951-b047-4ea4-bee5-ce6933cb202e,,,2024,7,2024Q3,201599.43
Patricia Le,Imo,Monitor,58.0,65496.45,3798794.1,2025-05-18,Online,4d470ed6-a666-4769-a1d4-6f8221c50e41,3798794.0999999996,4.656612873077393e-10,2025,5,2025Q2,65496.45
Jesse Perez,Oyo,Monitor,,63062.28,,2025-04-29,Retail,e0688849-eec7-4a30-9fda-35b228b2bf21,,,2025,4,2025Q2,63062.28
Jesse Perry,Niger,Headphones,,272156.33,,2025-02-01,Direct,5c457e4d-a793-43b8-97e5-2113462623be,,,2025,2,2025Q1,272156.33
Jeffery Ortega,Oyo,Keyboard,,91304.81,,2025-01-25,Online,aa1d3fc6-5f31-473d-9519-830c40198303,,,2025,1,2025Q1,91304.81
Christian Leblanc,Abuja,Phone,8.0,272743.75,2181950.0,2023-08-28,Wholesale,0d41ee47-2a5f-4a18-a61f-0b96e75f745a,2181950.0,0.0,2023,8,2023Q3,272743.75
Ronald Davis,Borno,Headphones,,63936.43,,2025-01-09,Retail,b9da5f8c-4e35-4a80-a027-9a186576a410,,,2025,1,2025Q1,63936.43
Parker Cain,Abuja,Laptop,,57412.1,,2024-08-16,Retail,185df528-b425-4e19-9758-d47ea7cde143,,,2024,8,2024Q3,57412.1
Bryan Gomez,Enugu,Laptop,4.0,224190.33,896761.32,2024-09-18,Wholesale,13f3cade-7a10-413f-b6a2-c52b00473139,896761.32,0.0,2024,9,2024Q3,224190.33
Nicole Parrish,Delta,Keyboard,,226422.06,,2024-03-19,Retail,84fa4c72-39e7-44f1-97fb-613a21f89d06,,,2024,3,2024Q1,226422.06
Tracy Burke,Rivers,Phone,57.0,274375.17,15639384.69,2024-12-06,Direct,02106371-0260-4123-b1ef-e72aae13591e,15639384.69,0.0,2024,12,2024Q4,274375.17
Kenneth Lewis,Osun,Headphones,17.0,208840.07,3550281.19,2024-07-16,Direct,1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee,3550281.19,0.0,2024,7,2024Q3,208840.07
Courtney Rodriguez,Imo,Monitor,,211278.69,,2024-08-22,Retail,b1ac040d-6c1c-4405-9c3f-42e0fcf7b842,,,2024,8,2024Q3,211278.69
Holly Farmer,Niger,Headphones,,119291.3,,2024-04-28,,3a9c4308-1221-4ddf-ba4a-902f21d63b0f,,,2024,4,2024Q2,119291.3
Renee Bruce,Katsina,Laptop,,72179.62,,2024-03-10,Wholesale,ce532ffd-bb13-4f02-96de-66c96210def6,,,2024,3,2024Q1,72179.62
Allison Hickman,Delta,Tablet,,96823.7,,2024-07-02,Direct,61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,,,2024,7,2024Q3,96823.7
Debra White,Kaduna,Charger,,85276.23,,2025-06-18,Direct,dfdf0e05-c0ce-431b-9038-e153c601818b,,,2025,6,2025Q2,85276.23
,Kaduna,Monitor,,140142.01,,2024-08-28,Online,ad58db1b-fe31-437a-a43e-558c2215df00,,,2024,8,2024Q3,140142.01
Ellen Morgan,Niger,Laptop,98.0,194792.04,19089619.92,2024-04-01,Online,9033da65-87cf-43fd-9183-6c4f249204c7,19089619.92,0.0,2024,4,2024Q2,194792.04
Sergio Knight,Lagos,Charger,74.0,92872.47,6872562.78,2024-09-07,Direct,2a038ad4-a667-4982-9c3d-e1b0022b6683,6872562.78,0.0,2024,9,2024Q3,92872.47
Paul Lewis,Sokoto,Charger,,264902.18,,2024-12-16,Wholesale,368acd40-b8f1-4e3c-99e7-703a70aa5b0d,,,2024,12,2024Q4,264902.18
Glen Wood,Niger,Keyboard,,140068.22,,2025-03-01,Wholesale,eb7e2e64-26c0-447e-bf8e-8bfaa0c9da72,,,2025,3,2025Q1,140068.22
Paula Bradley,Delta,Phone,32.0,240943.58,7710194.56,2025-05-14,Direct,714011a1-afc2-4cfc-9db7-284b6965d1d1,7710194.56,0.0,2025,5,2025Q2,240943.58
Megan Nelson,Kaduna,Camera,,216862.87,,2024-12-20,Wholesale,1f873b46-c0a0-473a-a3d7-e6a119b814fc,,,2024,12,2024Q4,216862.87
Karla Ramos,Rivers,Tablet,,228607.88,,2024-11-21,,59fe3d53-624f-4a4b-bae1-e13796ee50e5,,,2024,11,2024Q4,228607.88
Paul Wilson,Benue,Camera,72.0,96409.87,6941510.64,2025-03-26,Online,ca840003-5083-4fef-adec-6bbdf69777a1,6941510.64,0.0,2025,3,2025Q1,96409.87
Douglas Gregory,Abuja,Laptop,,61336.68,,2024-12-30,Online,a505da9c-46e7-4a2c-bf6e-ed9d23cbe943,,,2024,12,2024Q4,61336.68
Mr. Andrew Foster,Cross River,Monitor,,94220.14,,2024-02-01,Direct,99db1302-8dab-46d3-bf87-dfc2159152f2,,,2024,2,2024Q1,94220.14
,Delta,Laptop,,14191.78,,2024-10-26,Wholesale,48f091f0-9b8b-48ae-b89f-3a92999a1d86,,,2024,10,2024Q4,14191.78
Aimee Turner,Enugu,Laptop,,259293.41,,2024-07-21,Online,06ddf6ca-b0c3-4a59-b0f7-ad22c76a8e0f,,,2024,7,2024Q3,259293.41
Chad Scott,Ekiti,Keyboard,63.0,222505.09,14017820.67,2023-12-07,,e03635fc-a88d-4108-98d9-94b8d90f74e9,14017820.67,0.0,2023,12,2023Q4,222505.09
Adam Burgess,Osun,Headphones,16.0,5357.86,85725.76,2024-01-18,Direct,9b5f8f39-848b-44f0-b498-17354d38e415,85725.76,0.0,2024,1,2024Q1,5357.86
Sandra Drake,Delta,Phone,,166216.81,,2024-09-16,Direct,6449cb6f-bf72-4e52-b04b-237082701238,,,2024,9,2024Q3,166216.81
Scott Williams,Delta,Phone,57.0,175417.55,9998800.35,2024-02-27,Retail,c8a738ab-0df8-4e12-a56b-61e04ba8a4ca,9998800.35,0.0,2024,2,2024Q1,175417.55
Thomas Atkins,Lagos,Charger,,216143.58,,2024-01-01,Direct,3d4574eb-f465-4a21-8b35-097ae5dd98f1,,,2024,1,2024Q1,216143.58
Laura Mckinney,Enugu,Phone,,88910.09,,2024-02-27,Wholesale,3db788a6-1cdc-44c2-a2c9-65b27eb0f62a,,,2024,2,2024Q1,88910.09
Brian Smith,Benue,Tablet,91.0,59259.44,5392609.04,2025-02-28,Wholesale,122dd7be-980b-481e-a359-5d1f7fe4a42e,5392609.04,0.0,2025,2,2025Q1,59259.44
Robert Montgomery,Sokoto,Charger,,69390.58,,2024-02-20,Wholesale,0316d2d6-fa4a-48ef-a383-7348873dc8bd,,,2024,2,2024Q1,69390.58
Tamara Davis,Anambra,Charger,,171151.96,,2025-01-08,Wholesale,51045a16-ef15-4b72-9c70-ee97fca45567,,,2025,1,2025Q1,171151.96
Dana Chapman,Kano,Monitor,,74096.14,,2023-12-18,,d6c6f45c-dc5e-4e78-a307-d4d121c9a15d,,,2023,12,2023Q4,74096.14
,Anambra,Headphones,,165417.44,,2024-12-28,,8bde005b-5d8b-4bd7-abbd-b66f91816091,,,2024,12,2024Q4,165417.44
Jennifer Collins,Osun,Camera,82.0,,,2025-01-08,Retail,78946a15-c342-41db-ac3a-acdcaed54a46,,,2025,1,2025Q1,
Gary Jackson,Bauchi,Monitor,,283067.63,,2024-07-24,,12af97e4-c536-466e-bcc4-091bf45707c6,,,2024,7,2024Q3,283067.63
Ashley Hicks,Benue,Headphones,29.0,101600.5,2946414.5,2024-03-13,Direct,0387f74d-1149-4096-965d-744f0445c1a8,2946414.5,0.0,2024,3,2024Q1,101600.5
Hannah Luna,Imo,Headphones,26.0,229126.51,5957289.26,2024-07-17,Wholesale,ec2e2815-0a32-47d2-b73a-edf8431e930f,5957289.26,0.0,2024,7,2024Q3,229126.51
Craig Morrison,Lagos,Laptop,,217205.6,,2024-09-18,Online,65e1b0f5-ca0e-48c4-b2dc-b12b0f7ae302,,,2024,9,2024Q3,217205.6
Mary Thompson,Rivers,Monitor,,222008.43,,2025-07-05,Online,b66edbf4-a0ea-4251-8957-43a281b13b80,,,2025,7,2025Q3,222008.43
Kathleen Webster,Anambra,Camera,,138518.29,,2025-07-05,Direct,6c6f6d2e-6a59-4043-8461-52348044beb2,,,2025,7,2025Q3,138518.29
Joann Glass,Kaduna,Keyboard,71.0,219965.28,15617534.88,2025-03-19,Online,a3fa4069-1519-4d38-a6fb-a71db3a9dcaa,15617534.88,0.0,2025,3,2025Q1,219965.28
Madison Weber,Plateau,Headphones,79.0,105976.76,8372164.04,2025-01-21,Online,271610c1-9db5-4283-89a3-c811895c4fde,8372164.04,0.0,2025,1,2025Q1,105976.76
Jeremy Turner,Abuja,Keyboard,,42417.58,,2024-02-19,Direct,f96c9a0a-3404-402a-abc1-bb5282e4dd4a,,,2024,2,2024Q1,42417.58
,Rivers,Tablet,,164190.63,,2023-10-13,Direct,53a5e850-8950-4dd6-a7c6-cbb1cedd069d,,,2023,10,2023Q4,164190.63
Anthony Romero,Katsina,Keyboard,,55622.31,,2024-09-28,Online,c362a810-a261-4b8d-9620-bee66406face,,,2024,9,2024Q3,55622.31
Jesse Brown,Niger,Tablet,,266864.68,,2024-12-17,Direct,a4a5c736-ae59-4a52-a65b-e22bd5a386d9,,,2024,12,2024Q4,266864.68
Angela Lin,Osun,Phone,74.0,297101.9,21985540.6,2024-09-04,Retail,6fff15cc-b2dc-4c34-8f67-448e10eceb1f,21985540.6,0.0,2024,9,2024Q3,297101.9
Lisa Hunter,Sokoto,Keyboard,,287192.45,,2024-04-30,Retail,3d175712-d8b2-4277-b413-db19bade8d5d,,,2024,4,2024Q2,287192.45
Julian Conner,Niger,Tablet,83.0,157421.35,13065972.05,2025-06-05,Wholesale,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d,13065972.05,0.0,2025,6,2025Q2,157421.35
Erica Alvarez,Bauchi,Laptop,,22761.96,,2025-04-06,Wholesale,9cbf7b8c-7410-4d5d-9db1-4bfc6f3a5115,,,2025,4,2025Q2,22761.96
Antonio Garcia,Rivers,Keyboard,45.0,,,2024-04-04,Online,aa8430f8-4f2d-4233-8e16-5b129bdc70d1,,,2024,4,2024Q2,
Gwendolyn Klein,Benue,Charger,,245489.78,,2025-03-02,Wholesale,2cf72140-bd9b-4648-a876-1e85bddfa03a,,,2025,3,2025Q1,245489.78
Carrie Wright,Plateau,Tablet,,15030.06,,2025-03-26,Wholesale,23204ff5-b538-496c-833e-02f71e93d127,,,2025,3,2025Q1,15030.06
Jeffrey Mills,Enugu,Monitor,24.0,2411.96,57887.04,2023-11-01,Online,7f14eafa-29f0-4f7c-82e7-df89b3957a98,57887.04,0.0,2023,11,2023Q4,2411.96
Jake Campbell,Anambra,Tablet,,41678.71,,2024-02-21,Wholesale,8468b74d-85e3-4de5-98c1-aad6f3f8dea4,,,2024,2,2024Q1,41678.71
,Abuja,Keyboard,8.0,189395.14,1515161.12,2023-08-12,Retail,425e0259-b884-46d2-928f-cf68c871d7b3,1515161.12,0.0,2023,8,2023Q3,189395.14
George Harper,Niger,Tablet,67.0,20856.4,1397378.8,2024-02-19,Online,bff15840-207e-463f-9f32-d5d82abe1585,1397378.8,0.0,2024,2,2024Q1,20856.4
Maria Jones,Lagos,Camera,39.0,45733.38,1783601.82,2025-01-15,Direct,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1,1783601.8199999998,2.3283064365386963e-10,2025,1,2025Q1,45733.38
Michael Mitchell,Bauchi,Monitor,,66006.54,,2023-09-10,Wholesale,e65fad87-c57c-4498-9e38-f711e2ec13f4,,,2023,9,2023Q3,66006.54
Mary Escobar,Imo,Keyboard,91.0,137074.89,12473814.99,2024-04-05,Retail,6de8370a-ce9e-4ebd-95c3-48530783e43c,12473814.990000002,-1.862645149230957e-09,2024,4,2024Q2,137074.89
Gregory Ponce,Osun,Camera,37.0,18604.81,688377.97,2024-06-18,Online,a0a5fde6-939f-41a2-b99c-ea5cb65ad0f1,688377.9700000001,-1.1641532182693481e-10,2024,6,2024Q2,18604.81
Emily Bennett,Kano,Charger,,280204.16,,2024-01-26,Online,82c299f0-7487-4772-bf03-86fa13badc91,,,2024,1,2024Q1,280204.16
Robin Santiago,Sokoto,Tablet,36.0,273869.06,9859286.16,2025-02-10,Retail,dbff00b0-7fe6-40f3-8e31-41ec5c311464,9859286.16,0.0,2025,2,2025Q1,273869.06
Nancy Jennings,Katsina,Tablet,,197955.66,,2024-07-17,Direct,28457780-5e20-4957-aab8-bd33911f730b,,,2024,7,2024Q3,197955.66
Maria Henderson,Sokoto,Phone,,5211.66,,2023-12-24,Online,e4eec67c-1a57-49e4-85f8-e2f8414f4994,,,2023,12,2023Q4,5211.66
Jack White,Rivers,Monitor,,159897.64,,2023-12-14,Retail,1d8680cb-b908-40f3-ac93-281a92ebeab0,,,2023,12,2023Q4,159897.64
,Borno,Tablet,83.0,123695.88,10266758.04,2025-04-14,,00a85473-8242-4912-bda3-c1623a78b64a,10266758.040000001,-1.862645149230957e-09,2025,4,2025Q2,123695.88
Travis Tucker,Bauchi,Phone,,5509.48,,2024-09-01,Retail,03254fbd-dce8-41c5-9bd3-0aec0b461173,,,2024,9,2024Q3,5509.48
Chad Jones,Borno,Phone,20.0,,,2024-02-06,,5d2d904f-78c5-4073-8bc5-72073e9aec86,,,2024,2,2024Q1,
Ashley Wise,Niger,Keyboard,,216796.72,,2025-07-04,Direct,2dd0622e-266b-42ea-ab93-f78c620af158,,,2025,7,2025Q3,216796.72
Sophia Johnson,Sokoto,Tablet,,160953.56,,2024-09-19,Online,090d9655-db84-4660-b5d8-fb91ee6081ac,,,2024,9,2024Q3,160953.56
Ralph Anderson,Benue,Camera,,86363.22,,2025-01-01,Online,b6ca1127-e9f8-4970-8d98-f9e28d888beb,,,2025,1,2025Q1,86363.22
Christopher Guerra,Borno,Charger,6.0,150913.7,905482.2,2024-02-06,Wholesale,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693,905482.2000000001,-1.1641532182693481e-10,2024,2,2024Q1,150913.7
Rhonda Martin,Imo,Camera,11.0,209508.79,2304596.69,2023-10-25,Online,ea75752d-6a8f-4acb-bf8e-2d0d52619dec,2304596.69,0.0,2023,10,2023Q4,209508.79
Jeremy Mitchell,Enugu,Tablet,,281943.72,,2024-10-31,Retail,d3748a11-4571-4959-91e7-44e4b864ca08,,,2024,10,2024Q4,281943.72
Joann Ferguson,Niger,Headphones,,54190.42,,2025-02-05,Direct,1e910f36-5f70-4b25-9250-2e5913f06822,,,2025,2,2025Q1,54190.42
Robert Harrison,Benue,Laptop,,275455.63,,2024-10-08,Online,0d7bec04-e6e5-4b32-ac5f-12ef8085c147,,,2024,10,2024Q4,275455.63
Holly Valentine,Kaduna,Phone,82.0,,,2024-01-12,Retail,8409c5ea-cde9-48b3-b922-a7e42de982f8,,,2024,1,2024Q1,
,Katsina,Tablet,,157553.43,,2024-01-15,Direct,66a302d6-f43e-4c48-8bc1-f9e5fb3df063,,,2024,1,2024Q1,157553.43
Mrs. Diane Reyes,Plateau,Keyboard,,72670.17,,2023-08-19,Online,ddb449dc-7710-4966-a082-7f7611a529b4,,,2023,8,2023Q3,72670.17
Tracy Montoya,Borno,Phone,,186124.36,,2024-12-12,Online,4f89e3b2-d847-4c53-8605-e58a48454343,,,2024,12,2024Q4,186124.36
Brenda Wright,Benue,Charger,62.0,76099.25,4718153.5,2025-06-13,Online,74ed5145-8d97-45c7-961d-5c8753c9fe59,4718153.5,0.0,2025,6,2025Q2,76099.25
Shelly Spencer,Imo,Headphones,,106655.11,,2024-08-26,Wholesale,4aa5f9d3-335f-4f59-9e71-7fca020a4497,,,2024,8,2024Q3,106655.11
Ryan Rosales,Lagos,Laptop,,238583.43,,2024-01-02,Wholesale,bd54da04-4dcd-4009-88d5-77179055a36f,,,2024,1,2024Q1,238583.43
Phillip Nelson,Borno,Tablet,,24166.26,,2024-11-17,Wholesale,5e472e22-76c3-4642-be19-fc1d9f6a6a65,,,2024,11,2024Q4,24166.26
Brittany Kim,Borno,Charger,8.0,287809.69,2302477.52,2024-01-07,Retail,ff6ef9ed-7e4c-429f-b8cb-ab4c97790e84,2302477.52,0.0,2024,1,2024Q1,287809.69
Courtney Hayes,Enugu,Monitor,,137969.82,,2023-08-20,Direct,bb82b796-3207-443e-86a0-7656c5c9fb91,,,2023,8,2023Q3,137969.82
Cynthia Vang,Plateau,Camera,,73340.76,,2024-05-27,Retail,cbc4ec0e-c2ae-4674-8beb-4e78e68373a3,,,2024,5,2024Q2,73340.76
Alfred Galvan,Katsina,Headphones,78.0,209322.28,16327137.84,2024-03-23,Online,eeb19ad2-01a1-4b0f-a68b-84b63ec0a285,16327137.84,0.0,2024,3,2024Q1,209322.28
Marie Moody,Sokoto,Charger,,90342.4,,2025-01-18,,8aa2b4c9-3ba5-4d76-861e-fb9568f82063,,,2025,1,2025Q1,90342.4
,Ekiti,Tablet,,248504.59,,2024-07-11,,b186a5a8-d6ee-426b-a2cd-159058af393c,,,2024,7,2024Q3,248504.59
Dustin Gallegos,Ekiti,Headphones,,24644.77,,2023-09-27,Online,55c3b2db-f374-490d-8274-ce40e09016b6,,,2023,9,2023Q3,24644.77
Brenda Thornton,Ekiti,Tablet,,297506.57,,2024-12-21,,60538c1b-a845-40a1-8249-2e5e005fd0e6,,,2024,12,2024Q4,297506.57
Aaron Miller,Enugu,Keyboard,,195143.39,,2025-02-28,Retail,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2,,,2025,2,2025Q1,195143.39
Ruben Dunn,Bauchi,Tablet,,9989.51,,2023-10-25,Direct,fbad793f-87a1-4c02-b487-9e411a9c672a,,,2023,10,2023Q4,9989.51
Kelsey Rodriguez,Cross River,Charger,,121880.85,,2023-07-15,Wholesale,f610396b-7df5-4abf-ab79-0d013cf88d20,,,2023,7,2023Q3,121880.85
Riley Bryant,Kano,Keyboard,58.0,113462.29,6580812.82,2025-07-01,Retail,0b3d0c36-17d0-4810-87a2-a10bb62edb49,6580812.819999999,9.313225746154785e-10,2025,7,2025Q3,113462.29
Taylor Carlson,Borno,Laptop,19.0,143063.53,2718207.07,2023-11-10,Direct,d872f72e-e5b4-41ae-bb41-c943ebd8a3b1,2718207.07,0.0,2023,11,2023Q4,143063.53
Jose Allen,Bauchi,Headphones,,191206.05,,2024-05-22,,e5449887-b36a-43ed-a9be-173a850ef0ad,,,2024,5,2024Q2,191206.05
Jason Beck,Sokoto,Monitor,54.0,25264.49,1364282.46,2025-07-06,Retail,bf7655d7-f97c-4c3c-b55d-814b5f5ba255,1364282.4600000002,-2.3283064365386963e-10,2025,7,2025Q3,25264.49
William Jones,Kano,Charger,,253676.27,,2025-05-25,Online,8163b6ce-1877-4c06-94ad-625215bc2a3e,,,2025,5,2025Q2,253676.27
,Delta,Laptop,,193649.72,,2025-05-23,Online,64f434d6-d1e9-4691-a320-9116222df6a4,,,2025,5,2025Q2,193649.72
Katie Mcneil,Borno,Monitor,41.0,99715.55,4088337.55,2024-07-14,Retail,0ff1c51f-915c-431b-9786-7b1213281726,4088337.5500000003,-4.656612873077393e-10,2024,7,2024Q3,99715.55
Jeanette Harrison,Delta,Phone,98.0,293210.1,28734589.8,2024-07-15,Online,21761930-f6d7-4248-a995-ecc36f5b09a6,28734589.799999997,3.725290298461914e-09,2024,7,2024Q3,293210.1
Richard Cooper,Oyo,Laptop,,292165.0,,2023-12-12,Direct,64988bde-cd02-44db-ad11-15d750a46c85,,,2023,12,2023Q4,292165.0
Lori Ingram,Lagos,Keyboard,,268489.97,,2025-02-17,Wholesale,53853918-bc40-45fa-94f7-6322b362c0d2,,,2025,2,2025Q1,268489.97
Evelyn Williams,Abuja,Charger,3.0,275786.09,827358.27,2024-02-19,Direct,3bcdf203-459e-4674-b3e7-f042516c3b0a,827358.27,0.0,2024,2,2024Q1,275786.09
Robin Thompson,Delta,Tablet,,69315.07,,2024-03-16,Wholesale,22d839d3-33e4-4986-b18c-ccdc131eb723,,,2024,3,2024Q1,69315.07
Julie Dominguez,Cross River,Monitor,59.0,270431.25,15955443.75,2024-02-17,Retail,1be5a4c3-95af-4d0c-8528-5425c7a9f33c,15955443.75,0.0,2024,2,2024Q1,270431.25
Robin Brown,Katsina,Charger,,207840.17,,2024-11-23,Retail,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,,,2024,11,2024Q4,207840.17
Judith Carter,Kano,Laptop,46.0,170251.85,7831585.1,2023-08-25,Wholesale,1ee89a4c-6811-44e2-9064-7c59774f6354,7831585.100000001,-9.313225746154785e-10,2023,8,2023Q3,170251.85
Kaylee Hays,Niger,Keyboard,,277285.7,,2025-02-27,Retail,c534ca08-f6f2-4d1c-9bb8-b9c8893259f3,,,2025,2,2025Q1,277285.7
Dawn Mullins,Enugu,Charger,,205486.41,,2024-11-28,,1725d2c7-1eb2-47b8-9a3c-45ca43d78f2b,,,2024,11,2024Q4,205486.41
Howard Norman,Benue,Camera,69.0,84471.72,5828548.68,2024-09-28,,4de1087b-afa1-4a55-8ebe-abaa28597b34,5828548.68,0.0,2024,9,2024Q3,84471.72
Evelyn Martinez,Cross River,Laptop,,163137.69,,2024-01-07,,9a72083c-b266-486c-b467-88bdd38e13e4,,,2024,1,2024Q1,163137.69
Steve Paul,Benue,Keyboard,,197603.72,,2024-08-29,Wholesale,db4862c2-d5ff-4a1f-b70b-9a290a530df9,,,2024,8,2024Q3,197603.72
Jasmine Beltran,Delta,Tablet,,54216.67,,2025-02-03,Online,b60e695c-1759-4a96-a5f8-8c7453ea4919,,,2025,2,2025Q1,54216.67
Jonathan Glass MD,Oyo,Monitor,,255203.07,,2025-01-22,Wholesale,657046ea-5b11-451f-b7e9-101d3f8b4433,,,2025,1,2025Q1,255203.07
Monica Miller,Lagos,Laptop,47.0,5189.6,243911.2,2025-05-01,Retail,4c80d33a-ad5b-43c8-8c88-0714837217e0,243911.2,0.0,2025,5,2025Q2,5189.6
Samantha Gardner,Rivers,Headphones,52.0,62543.86,3252280.72,2025-07-07,,2c82989f-fd9c-4bb0-91f1-6485429a4a7c,3252280.72,0.0,2025,7,2025Q3,62543.86
Bobby Guerrero,Niger,Phone,,43685.37,,2023-08-08,,dac726b6-6786-4fb3-b3bc-9a7107f4fee5,,,2023,8,2023Q3,43685.37
Heather Williams,Kaduna,Tablet,,246296.88,,2025-06-25,Retail,1a16998c-7648-476e-983f-ea703ff6579e,,,2025,6,2025Q2,246296.88
,Ekiti,Laptop,,278698.04,,2024-05-30,Wholesale,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a,,,2024,5,2024Q2,278698.04
William Gould,Abuja,Laptop,,90133.43,,2025-05-26,Online,c7ecfe71-d493-47fc-8fc9-8d2e030f9be9,,,2025,5,2025Q2,90133.43
Mark Cox,Imo,Camera,,169405.48,,2025-04-21,Retail,32b8d8aa-2176-4dd7-b8e7-e019fb8986c8,,,2025,4,2025Q2,169405.48
Meghan Cisneros,Delta,Headphones,,170225.43,,2023-11-24,Direct,afb06406-5f4b-4a97-a68c-879bd2dc42c8,,,2023,11,2023Q4,170225.43
Lawrence Harrington,Rivers,Monitor,16.0,254908.01,4078528.16,2025-07-05,Direct,15839b99-a50a-43dc-b004-e897a15b2e18,4078528.16,0.0,2025,7,2025Q3,254908.01
Austin Osborne,Ekiti,Keyboard,,203271.97,,2025-06-24,Online,eadc9960-4242-41e2-960b-e0f495132c22,,,2025,6,2025Q2,203271.97
James Bradley,Oyo,Charger,,162398.45,,2023-08-08,Retail,ff45f8a2-0594-424f-9332-5c31d010318a,,,2023,8,2023Q3,162398.45
Phillip Berry,Bauchi,Headphones,97.0,115461.94,11199808.18,2024-05-14,,178be968-20f8-4ba2-8f2e-32967184b713,11199808.18,0.0,2024,5,2024Q2,115461.94
Jennifer Banks,Imo,Monitor,,222053.68,,2025-03-14,Online,cf133b65-d450-4fa2-98e7-0aebe7b33085,,,2025,3,2025Q1,222053.68
Brian Fitzgerald,Katsina,Laptop,,237254.18,,2024-07-29,,f1394e3c-0aee-4557-9f5d-f91254e07431,,,2024,7,2024Q3,237254.18
Mr. Justin Green III,Sokoto,Keyboard,65.0,206948.51,13451653.15,2023-12-02,Online,ec93e596-2b01-4723-8cf6-97a57603c36c,13451653.15,0.0,2023,12,2023Q4,206948.51
Zachary Mitchell,Ekiti,Monitor,6.0,23989.09,143934.54,2025-07-07,Wholesale,b9744cde-d259-4960-aee3-560792ea1324,143934.54,0.0,2025,7,2025Q3,23989.09
Katherine Martinez,Bauchi,Phone,,104084.92,,2025-05-18,Retail,61fa8e7a-078c-46ce-bf02-23bc651ea252,,,2025,5,2025Q2,104084.92
Jodi Roach,Niger,Charger,,29756.89,,2025-06-29,Direct,5a9c0679-2c3d-47e2-ad39-da75aee70ab2,,,2025,6,2025Q2,29756.89
Brandon Fleming,Imo,Camera,,70027.13,,2024-02-20,,46653497-2fe9-42aa-a886-a01136f7a26c,,,2024,2,2024Q1,70027.13
